"date","variable","decimaldate","month","decimal_during","smooth","var","by_var","fs_var","data","derivative","se","crit","lower","upper","signif","sign","signif_sign","Provplats_ID","name","trend"
2009-03-15,20.8666666666667,2009.2,3,0.200000000000045,"s(decimaldate)","decimaldate",NA,NA,2009.2,-0.1626001368968,0.0865350903944114,1.95996398454005,-0.332205797468764,0.00700552367516416,FALSE,-1,0,135873,"mean",15.040605240039
2009-04-15,15.4333333333333,2009.28493150685,4,0.284931506849261,"s(decimaldate)","decimaldate",NA,NA,2009.28493150685,-0.162205344214079,0.0865099363477348,1.95996398454005,-0.331761703760491,0.00735101533233423,FALSE,-1,0,135873,"mean",15.0268117863535
2009-05-15,12.0333333333333,2009.36712328767,5,0.36712328767112,"s(decimaldate)","decimaldate",NA,NA,2009.36712328767,-0.161773076421541,0.0864875959794627,1.95996398454005,-0.331285649650739,0.00773949680765681,FALSE,-1,0,135873,"mean",15.0134972740297
2009-06-15,13.35,2009.45205479452,6,0.452054794520564,"s(decimaldate)","decimaldate",NA,NA,2009.45205479452,-0.161272628578338,0.0865018960217166,1.95996398454005,-0.330813229375331,0.00826797221865536,FALSE,-1,0,135873,"mean",14.9997785175733
2009-07-15,11.6,2009.53424657534,7,0.534246575342422,"s(decimaldate)","decimaldate",NA,NA,2009.53424657534,-0.160739348520618,0.0864569393835781,1.95996398454005,-0.330191835925994,0.00871313888475761,FALSE,-1,0,135873,"mean",14.9865448416415
2009-08-15,10.4666666666667,2009.61917808219,8,0.619178082191866,"s(decimaldate)","decimaldate",NA,NA,2009.61917808219,-0.160146542200322,0.0864794905478303,1.95996398454005,-0.329643229075441,0.00935014467479717,FALSE,-1,0,135873,"mean",14.9729179192109
2009-09-15,14.4,2009.70410958904,9,0.704109589041082,"s(decimaldate)","decimaldate",NA,NA,2009.70410958904,-0.159521580493305,0.0864500458317477,1.95996398454005,-0.328960556785367,0.00991739579875778,FALSE,-1,0,135873,"mean",14.9593427774499
2009-10-15,9.9,2009.78630136986,10,0.78630136986294,"s(decimaldate)","decimaldate",NA,NA,2009.78630136986,-0.158890011359312,0.0864424150415844,1.95996398454005,-0.328314031577481,0.0105340088588564,FALSE,-1,0,135873,"mean",14.9462571974168
2009-11-15,16.7,2009.87123287671,11,0.871232876712384,"s(decimaldate)","decimaldate",NA,NA,2009.87123287671,-0.158206967789321,0.0864578290706131,1.95996398454005,-0.327661198949243,0.0112472633706009,FALSE,-1,0,135873,"mean",14.9327912086951
2009-12-15,16.7333333333333,2009.95342465753,12,0.953424657534242,"s(decimaldate)","decimaldate",NA,NA,2009.95342465753,-0.157511642792656,0.0864091445065234,1.95996398454005,-0.326870453960359,0.011847168375047,FALSE,-1,0,135873,"mean",14.9198162558777
2010-01-15,15.0666666666667,2010.03835616438,1,0.0383561643834582,"s(decimaldate)","decimaldate",NA,NA,2010.03835616438,-0.156759917019467,0.0864462170303361,1.95996398454005,-0.326191388998659,0.0126715549597248,FALSE,-1,0,135873,"mean",14.9064702812741
2010-02-15,16.2,2010.12328767123,2,0.123287671232902,"s(decimaldate)","decimaldate",NA,NA,2010.12328767123,-0.155983771904176,0.0864135770235662,1.95996398454005,-0.325351270645643,0.0133837268372918,FALSE,-1,0,135873,"mean",14.8931892634101
2010-03-15,17.1333333333333,2010.2,3,0.200000000000045,"s(decimaldate)","decimaldate",NA,NA,2010.2,-0.155270664357602,0.0864074227083967,1.95996398454005,-0.324626100862988,0.0140847721477841,FALSE,-1,0,135873,"mean",14.8812506767756
2010-04-15,17.2666666666667,2010.28493150685,4,0.284931506849261,"s(decimaldate)","decimaldate",NA,NA,2010.28493150685,-0.154471365712132,0.0864317353368204,1.95996398454005,-0.323874454093598,0.0149317226693338,FALSE,-1,0,135873,"mean",14.8680971740803
2010-05-15,13.1833333333333,2010.36712328767,5,0.36712328767112,"s(decimaldate)","decimaldate",NA,NA,2010.36712328767,-0.153684850561505,0.0863740623131778,1.95996398454005,-0.322974901893752,0.0156052007707415,FALSE,-1,0,135873,"mean",14.855433133834
2010-06-15,13.3333333333333,2010.45205479452,6,0.452054794520564,"s(decimaldate)","decimaldate",NA,NA,2010.45205479452,-0.15285754692062,0.0864169775195724,1.95996398454005,-0.322231710511789,0.0165166166705496,FALSE,-1,0,135873,"mean",14.8424154933569
2010-07-15,9.66666666666667,2010.53424657534,7,0.534246575342422,"s(decimaldate)","decimaldate",NA,NA,2010.53424657534,-0.152046968049086,0.086384044083741,1.95996398454005,-0.321356583292139,0.0172626471939666,FALSE,-1,0,135873,"mean",14.8298851536358
2010-08-15,13.1,2010.61917808219,8,0.619178082191866,"s(decimaldate)","decimaldate",NA,NA,2010.61917808219,-0.151206756686412,0.0863696342007198,1.95996398454005,-0.320488129077721,0.0180746157048978,FALSE,-1,0,135873,"mean",14.8170072814479
2010-09-15,16.1,2010.70410958904,9,0.704109589041082,"s(decimaldate)","decimaldate",NA,NA,2010.70410958904,-0.15036598396127,0.0864130797498738,1.95996398454005,-0.31973250806421,0.0190005401416697,FALSE,-1,0,135873,"mean",14.8042007663773
2010-10-15,15.4666666666667,2010.78630136986,10,0.78630136986294,"s(decimaldate)","decimaldate",NA,NA,2010.78630136986,-0.149543642390095,0.0863292554087194,1.95996398454005,-0.318745873803344,0.019658589023155,FALSE,-1,0,135873,"mean",14.7918756205407
