"date","variable","decimaldate","month","decimal_during","smooth","var","by_var","fs_var","data","derivative","se","crit","lower","upper","signif","sign","signif_sign","Provplats_ID","name","trend"
1968-09-15,0.45,1968.70491803279,9,0.704918032786964,"s(decimaldate)","decimaldate",NA,NA,1968.70491803279,-0.0109520450937159,0.0180833796753967,1.95996398454005,-0.0463948179762571,0.0244907277888252,FALSE,-1,0,135428,"mean",0.43284742993342
1970-08-15,0.15,1970.61917808219,8,0.619178082191866,"s(decimaldate)","decimaldate",NA,NA,1970.61917808219,-0.00850577585665587,0.0161175574568856,1.95996398454005,-0.0400956079909067,0.0230840562775949,FALSE,-1,0,135428,"mean",0.413443166560186
1972-06-15,0.4,1972.45355191257,6,0.4535519125684,"s(decimaldate)","decimaldate",NA,NA,1972.45355191257,-0.00538033127137818,0.0145030314726406,1.95996398454005,-0.0338057506244046,0.0230450880816482,FALSE,-1,0,135428,"mean",0.401185569743922
2000-01-15,0.44,2000.03825136612,1,0.0382513661202211,"s(decimaldate)","decimaldate",NA,NA,2000.03825136612,-0.00678855569659757,0.00983316296282098,1.95996398454005,-0.0260612009578398,0.0124840895646447,FALSE,-1,0,135428,"mean",0.347760373974816
2000-02-15,0.5,2000.12295081967,2,0.122950819672042,"s(decimaldate)","decimaldate",NA,NA,2000.12295081967,-0.00687157183614748,0.0098150289634661,1.95996398454005,-0.0261086751117585,0.0123655314394636,FALSE,-1,0,135428,"mean",0.347181903462406
2000-04-15,0.4,2000.2868852459,4,0.286885245901658,"s(decimaldate)","decimaldate",NA,NA,2000.2868852459,-0.00704908641876098,0.00953595221031534,1.95996398454005,-0.0257392093092742,0.0116410364717522,FALSE,-1,0,135428,"mean",0.346041207287688
2000-05-15,0.3525,2000.36885245902,5,0.368852459016352,"s(decimaldate)","decimaldate",NA,NA,2000.36885245902,-0.0071464919299395,0.00942148119661703,1.95996398454005,-0.0256122557563302,0.0113192718964512,FALSE,-1,0,135428,"mean",0.345459452393236
2000-06-15,0.32,2000.45355191257,6,0.4535519125684,"s(decimaldate)","decimaldate",NA,NA,2000.45355191257,-0.00725075194723738,0.00926692996281828,1.95996398454005,-0.0254136009216163,0.0109120970271416,FALSE,-1,0,135428,"mean",0.344849749341918
2000-07-15,0.3,2000.53551912568,7,0.535519125683095,"s(decimaldate)","decimaldate",NA,NA,2000.53551912568,-0.0073520433276857,0.00913504811672463,1.95996398454005,-0.0252564086335064,0.010552321978135,FALSE,-1,0,135428,"mean",0.344251266424714
2000-08-15,0.3575,2000.62021857923,8,0.620218579234916,"s(decimaldate)","decimaldate",NA,NA,2000.62021857923,-0.00745309441988217,0.00898422673065752,1.95996398454005,-0.0250618552409129,0.0101556664011486,FALSE,-1,0,135428,"mean",0.343624231068827
2000-09-15,0.33,2000.70491803279,9,0.704918032786964,"s(decimaldate)","decimaldate",NA,NA,2000.70491803279,-0.00754499658480566,0.00882422513893924,1.95996398454005,-0.0248401600485995,0.0097501668789882,FALSE,-1,0,135428,"mean",0.342988981450843
2000-11-15,0.25,2000.87158469945,11,0.871584699453479,"s(decimaldate)","decimaldate",NA,NA,2000.87158469945,-0.00767625719424105,0.00853735724893411,1.95996398454005,-0.0244091699253039,0.00905665553682176,FALSE,-1,0,135428,"mean",0.341719508846824
2000-12-15,0.31,2000.95355191257,12,0.9535519125684,"s(decimaldate)","decimaldate",NA,NA,2000.95355191257,-0.00771389064694779,0.00840623266372291,1.95996398454005,-0.0241898039135089,0.00876202261961332,FALSE,-1,0,135428,"mean",0.341088648980454
2001-02-15,0.3325,2001.12328767123,2,0.123287671232902,"s(decimaldate)","decimaldate",NA,NA,2001.12328767123,-0.00775592231893254,0.0081165064599424,1.95996398454005,-0.0236639826607063,0.00815213802284124,FALSE,-1,0,135428,"mean",0.339775246100129
2001-04-15,0.33,2001.28493150685,4,0.284931506849261,"s(decimaldate)","decimaldate",NA,NA,2001.28493150685,-0.0077918899218836,0.0078790338053986,1.95996398454005,-0.0232345124134384,0.00765073256967122,FALSE,-1,0,135428,"mean",0.338519000524474
2001-05-15,0.463333333333333,2001.36712328767,5,0.36712328767112,"s(decimaldate)","decimaldate",NA,NA,2001.36712328767,-0.00781989868640024,0.00775941338388801,1.95996398454005,-0.0230280694599788,0.00738827208717834,FALSE,-1,0,135428,"mean",0.337877460950044
2001-06-15,0.336666666666667,2001.45205479452,6,0.452054794520564,"s(decimaldate)","decimaldate",NA,NA,2001.45205479452,-0.00785142558853981,0.00763889828358532,1.95996398454005,-0.0228233911059319,0.00712053992885224,FALSE,-1,0,135428,"mean",0.337211961545126
2001-07-15,0.25,2001.53424657534,7,0.534246575342422,"s(decimaldate)","decimaldate",NA,NA,2001.53424657534,-0.00787822407855267,0.00751667495271636,1.95996398454005,-0.022610636269371,0.00685418811226571,FALSE,-1,0,135428,"mean",0.336565492399745
2001-08-15,0.256666666666667,2001.61917808219,8,0.619178082191866,"s(decimaldate)","decimaldate",NA,NA,2001.61917808219,-0.00789779885094887,0.00739963566772241,1.95996398454005,-0.0224008182584028,0.00660522055650505,FALSE,-1,0,135428,"mean",0.335895486834224
2001-09-15,0.256666666666667,2001.70410958904,9,0.704109589041082,"s(decimaldate)","decimaldate",NA,NA,2001.70410958904,-0.00790824884685787,0.00726801257720637,1.95996398454005,-0.0221532917373665,0.00633679404365076,FALSE,-1,0,135428,"mean",0.33522420939881
2001-11-15,0.266666666666667,2001.87123287671,11,0.871232876712384,"s(decimaldate)","decimaldate",NA,NA,2001.87123287671,-0.00790316542645365,0.00705510382951111,1.95996398454005,-0.021730914839486,0.00592458398657874,FALSE,-1,0,135428,"mean",0.333902510319931
2001-12-15,0.375,2001.95342465753,12,0.953424657534242,"s(decimaldate)","decimaldate",NA,NA,2001.95342465753,-0.0078880442056237,0.00697412714174668,1.95996398454005,-0.0215570822270504,0.00578099381580305,FALSE,-1,0,135428,"mean",0.333253496758467
2002-01-15,0.466666666666667,2002.03835616438,1,0.0383561643834582,"s(decimaldate)","decimaldate",NA,NA,2002.03835616438,-0.00786427993237812,0.00687854932636855,1.95996398454005,-0.0213459888779427,0.0056174290131865,FALSE,-1,0,135428,"mean",0.332584510942916
2002-02-15,0.433333333333333,2002.12328767123,2,0.123287671232902,"s(decimaldate)","decimaldate",NA,NA,2002.12328767123,-0.00783492990321479,0.00676929862170135,1.95996398454005,-0.0211025114023461,0.00543265159591647,FALSE,-1,0,135428,"mean",0.331917806008926
2002-04-15,0.48,2002.28493150685,4,0.284931506849261,"s(decimaldate)","decimaldate",NA,NA,2002.28493150685,-0.00777159045254369,0.00660893441102148,1.95996398454005,-0.0207248638743332,0.00518168296924583,FALSE,-1,0,135428,"mean",0.330656351972534
2002-05-15,0.386666666666667,2002.36712328767,5,0.36712328767112,"s(decimaldate)","decimaldate",NA,NA,2002.36712328767,-0.00773355372607178,0.00654996151985919,1.95996398454005,-0.020571242405119,0.00510413495297546,FALSE,-1,0,135428,"mean",0.330019102236398
2002-06-15,0.246666666666667,2002.45205479452,6,0.452054794520564,"s(decimaldate)","decimaldate",NA,NA,2002.45205479452,-0.00768334778872114,0.00647739100531911,1.95996398454005,-0.0203788008729303,0.00501210529548801,FALSE,-1,0,135428,"mean",0.329364313856485
