"date","variable","decimaldate","month","decimal_during","smooth","var","by_var","fs_var","data","derivative","se","crit","lower","upper","signif","sign","signif_sign","Provplats_ID","name","trend"
1966-06-15,6.365,1966.45205479452,6,0.452054794520564,"s(decimaldate)","decimaldate",NA,NA,1966.45205479452,-0.0280593144583414,0.00860426532754539,1.95996398454005,-0.0449233646137571,-0.0111952643029257,TRUE,-1,-1,135873,"mean",6.51641188576788
1968-03-15,7.375,1968.20218579235,3,0.202185792349837,"s(decimaldate)","decimaldate",NA,NA,1968.20218579235,-0.0266399588205346,0.00796855325265118,1.95996398454005,-0.0422580362046204,-0.0110218814364487,TRUE,-1,-1,135873,"mean",6.46813236954375
1968-05-15,7.28,1968.36885245902,5,0.368852459016352,"s(decimaldate)","decimaldate",NA,NA,1968.36885245902,-0.0264237032717673,0.00787180410335419,1.95996398454005,-0.0418521558076962,-0.0109952507358385,TRUE,-1,-1,135873,"mean",6.46371187898363
1968-08-15,6.02,1968.62021857923,8,0.620218579234916,"s(decimaldate)","decimaldate",NA,NA,1968.62021857923,-0.0261636399927886,0.00775547825587019,1.95996398454005,-0.0413640980571777,-0.0109631819283995,TRUE,-1,-1,135873,"mean",6.4571019729214
1969-06-15,6.77,1969.45205479452,6,0.452054794520564,"s(decimaldate)","decimaldate",NA,NA,1969.45205479452,-0.0252732935065934,0.00735760186602644,1.95996398454005,-0.0396939281765899,-0.0108526588365969,TRUE,-1,-1,135873,"mean",6.43571132219649
1969-08-15,6.39,1969.61917808219,8,0.619178082191866,"s(decimaldate)","decimaldate",NA,NA,1969.61917808219,-0.0250988291034005,0.0072797071665698,1.95996398454005,-0.0393667929678755,-0.0108308652389256,TRUE,-1,-1,135873,"mean",6.43150216337282
1969-12-15,6.12,1969.95342465753,12,0.953424657534242,"s(decimaldate)","decimaldate",NA,NA,1969.95342465753,-0.0247502381605533,0.0071241376284232,1.95996398454005,-0.0387132913331693,-0.0107871849879372,TRUE,-1,-1,135873,"mean",6.42317136787962
1970-03-15,6.68,1970.2,3,0.200000000000045,"s(decimaldate)","decimaldate",NA,NA,1970.2,-0.0244961904914827,0.00701082927524207,1.95996398454005,-0.0382371633727162,-0.0107552176102492,TRUE,-1,-1,135873,"mean",6.41709993581303
1970-04-15,7.06,1970.28493150685,4,0.284931506849261,"s(decimaldate)","decimaldate",NA,NA,1970.28493150685,-0.0244091302606629,0.00697201222711819,1.95996398454005,-0.0380740231255874,-0.0107442373957383,TRUE,-1,-1,135873,"mean",6.41502314091005
1970-06-15,6.25,1970.45205479452,6,0.452054794520564,"s(decimaldate)","decimaldate",NA,NA,1970.45205479452,-0.0242380713591406,0.00689576344880376,1.95996398454005,-0.0377535193647036,-0.0107226233535775,TRUE,-1,-1,135873,"mean",6.41095811641084
1970-08-15,5.61,1970.61917808219,8,0.619178082191866,"s(decimaldate)","decimaldate",NA,NA,1970.61917808219,-0.0240683149127104,0.00682012097194367,1.95996398454005,-0.0374355063879263,-0.0107011234374945,TRUE,-1,-1,135873,"mean",6.40692158457385
1970-11-15,6.295,1970.87123287671,11,0.871232876712384,"s(decimaldate)","decimaldate",NA,NA,1970.87123287671,-0.0238138864094439,0.00670680202558283,1.95996398454005,-0.0369589768310265,-0.0106687959878612,TRUE,-1,-1,135873,"mean",6.40088714783486
1971-02-15,6.95,1971.12328767123,2,0.123287671232902,"s(decimaldate)","decimaldate",NA,NA,1971.12328767123,-0.023561551381437,0.00659448190664759,1.95996398454005,-0.0364864984151673,-0.0106366043477067,TRUE,-1,-1,135873,"mean",6.3949165957285
1971-05-15,6.5,1971.36712328767,5,0.36712328767112,"s(decimaldate)","decimaldate",NA,NA,1971.36712328767,-0.0233195424519492,0.00648682110735952,1.95996398454005,-0.0360334781965281,-0.0106056067073703,TRUE,-1,-1,135873,"mean",6.38920098681672
1971-09-15,5.48,1971.70410958904,9,0.704109589041082,"s(decimaldate)","decimaldate",NA,NA,1971.70410958904,-0.0229883501271687,0.00633959399656219,1.95996398454005,-0.0354137260370369,-0.0105629742173005,TRUE,-1,-1,135873,"mean",6.38139853624746
1972-01-15,6.085,1972.03825136612,1,0.0382513661202211,"s(decimaldate)","decimaldate",NA,NA,1972.03825136612,-0.0226637967026532,0.00619544946965107,1.95996398454005,-0.0348066545312071,-0.0105209388740994,TRUE,-1,-1,135873,"mean",6.37377151529545
1972-04-15,6.88,1972.2868852459,4,0.286885245901658,"s(decimaldate)","decimaldate",NA,NA,1972.2868852459,-0.0224247548226523,0.00608936777397848,1.95996398454005,-0.0343596963482689,-0.0104898132970356,TRUE,-1,-1,135873,"mean",6.36816632136721
