STATN	REG_ID	YEAR	MONTH	Depth_interval	mean	count
BY15 GOTLANDSDJ	135404	2016	3	0-10 m	1.05	1
BY15 GOTLANDSDJ	135404	2016	4	0-10 m	0.9	1
BY15 GOTLANDSDJ	135404	2016	5	0-10 m	0.93	1
BY15 GOTLANDSDJ	135404	2016	6	0-10 m	0.7666666666666666	1
BY15 GOTLANDSDJ	135404	2016	7	0-10 m	0.6666666666666666	1
BY15 GOTLANDSDJ	135404	2016	8	0-10 m	0.6633333333333333	1
BY15 GOTLANDSDJ	135404	2016	9	0-10 m	0.58	1
BY15 GOTLANDSDJ	135404	2016	10	0-10 m	0.6666666666666666	1
BY15 GOTLANDSDJ	135404	2016	11	0-10 m	0.8666666666666667	1
BY15 GOTLANDSDJ	135404	2016	12	0-10 m	0.96	1
BY15 GOTLANDSDJ	135404	2017	1	0-10 m	1.05	1
BY15 GOTLANDSDJ	135404	2017	2	0-10 m	1.08	1
BY15 GOTLANDSDJ	135404	2017	3	0-10 m	1.09	1
BY15 GOTLANDSDJ	135404	2017	4	0-10 m	1.03	1
BY15 GOTLANDSDJ	135404	2017	5	0-10 m	0.8733333333333334	1
BY15 GOTLANDSDJ	135404	2017	6	0-10 m	1.0866666666666667	1
BY15 GOTLANDSDJ	135404	2017	7	0-10 m	0.8300000000000001	1
BY15 GOTLANDSDJ	135404	2017	9	0-10 m	0.6366666666666667	1
BY15 GOTLANDSDJ	135404	2017	11	0-10 m	0.8266666666666667	1
BY15 GOTLANDSDJ	135404	2017	12	0-10 m	0.96	1
BY15 GOTLANDSDJ	135404	2018	1	0-10 m	1.1300000000000001	1
BY15 GOTLANDSDJ	135404	2018	4	0-10 m	1.2466666666666668	1
BY15 GOTLANDSDJ	135404	2018	5	0-10 m	0.5866666666666667	1
BY15 GOTLANDSDJ	135404	2018	9	0-10 m	0.6066666666666667	1
BY15 GOTLANDSDJ	135404	2018	10	0-10 m	0.5933333333333333	1
BY15 GOTLANDSDJ	135404	2018	11	0-10 m	0.5666666666666667	1
BY15 GOTLANDSDJ	135404	2018	12	0-10 m	0.8066666666666666	1
BY15 GOTLANDSDJ	135404	2019	1	0-10 m	0.9666666666666667	1
BY15 GOTLANDSDJ	135404	2019	2	0-10 m	0.8966666666666666	1
BY15 GOTLANDSDJ	135404	2019	3	0-10 m	0.9766666666666666	1
BY15 GOTLANDSDJ	135404	2019	4	0-10 m	0.94	1
BY15 GOTLANDSDJ	135404	2019	5	0-10 m	0.65	1
BY15 GOTLANDSDJ	135404	2019	6	0-10 m	0.6366666666666667	1
BY15 GOTLANDSDJ	135404	2019	7	0-10 m	0.65	1
BY15 GOTLANDSDJ	135404	2019	8	0-10 m	0.6133333333333333	1
BY15 GOTLANDSDJ	135404	2019	9	0-10 m	0.5466666666666667	1
BY15 GOTLANDSDJ	135404	2019	10	0-10 m	0.51	1
BY15 GOTLANDSDJ	135404	2019	11	0-10 m	0.5733333333333334	1
BY15 GOTLANDSDJ	135404	2019	12	0-10 m	0.7433333333333333	1
BY15 GOTLANDSDJ	135404	2020	1	0-10 m	0.8733333333333334	1
BY15 GOTLANDSDJ	135404	2020	2	0-10 m	1.03	1
BY15 GOTLANDSDJ	135404	2020	3	0-10 m	1.1333333333333333	1
BY15 GOTLANDSDJ	135404	2020	4	0-10 m	1.0866666666666667	1
BY15 GOTLANDSDJ	135404	2020	5	0-10 m	0.9666666666666667	1
BY15 GOTLANDSDJ	135404	2020	6	0-10 m	0.8833333333333333	1
BY15 GOTLANDSDJ	135404	2020	7	0-10 m	0.7066666666666667	1
BY15 GOTLANDSDJ	135404	2020	8	0-10 m	0.5766666666666667	1
BY15 GOTLANDSDJ	135404	2020	9	0-10 m	0.5966666666666667	1
BY15 GOTLANDSDJ	135404	2020	10	0-10 m	0.69	1
BY15 GOTLANDSDJ	135404	2020	11	0-10 m	0.7200000000000001	1
BY15 GOTLANDSDJ	135404	2020	12	0-10 m	1.0433333333333332	1
BY15 GOTLANDSDJ	135404	2021	1	0-10 m	1.03	1
BY15 GOTLANDSDJ	135404	2021	2	0-10 m	1.0266666666666666	1
BY15 GOTLANDSDJ	135404	2021	3	0-10 m	1.1066666666666667	1
BY15 GOTLANDSDJ	135404	2021	4	0-10 m	1.06	1
BY15 GOTLANDSDJ	135404	2021	5	0-10 m	0.7599999999999999	1
BY15 GOTLANDSDJ	135404	2021	6	0-10 m	0.7733333333333334	1
BY15 GOTLANDSDJ	135404	2021	7	0-10 m	0.6833333333333332	1
BY15 GOTLANDSDJ	135404	2021	8	0-10 m	0.57	1
BY15 GOTLANDSDJ	135404	2021	9	0-10 m	0.69	1
BY15 GOTLANDSDJ	135404	2021	10	0-10 m	0.7133333333333334	1
BY15 GOTLANDSDJ	135404	2021	11	0-10 m	0.71	1
BY15 GOTLANDSDJ	135404	2021	12	0-10 m	0.8333333333333334	1
BY15 GOTLANDSDJ	135404	2022	2	0-10 m	1.0066666666666666	1
BY15 GOTLANDSDJ	135404	2022	3	0-10 m	0.98	1
BY15 GOTLANDSDJ	135404	2022	4	0-10 m	1.0066666666666666	1
BY15 GOTLANDSDJ	135404	2022	5	0-10 m	0.5666666666666667	1
BY15 GOTLANDSDJ	135404	2022	6	0-10 m	0.5566666666666666	1
BY15 GOTLANDSDJ	135404	2022	7	0-10 m	0.62	1
BY15 GOTLANDSDJ	135404	2022	8	0-10 m	0.5366666666666667	1
BY15 GOTLANDSDJ	135404	2022	9	0-10 m	0.5133333333333333	1
BY15 GOTLANDSDJ	135404	2022	10	0-10 m	0.6	1
BY15 GOTLANDSDJ	135404	2022	11	0-10 m	0.54	1
BY15 GOTLANDSDJ	135404	2023	1	0-10 m	0.84	1
BY15 GOTLANDSDJ	135404	2023	2	0-10 m	0.77	1
BY15 GOTLANDSDJ	135404	2023	3	0-10 m	0.9433333333333334	1
BY15 GOTLANDSDJ	135404	2023	4	0-10 m	0.9899999999999999	1
BY15 GOTLANDSDJ	135404	2023	5	0-10 m	0.5566666666666666	1
BY15 GOTLANDSDJ	135404	2023	6	0-10 m	0.6766666666666667	1
BY15 GOTLANDSDJ	135404	2023	7	0-10 m	0.7133333333333334	1
BY15 GOTLANDSDJ	135404	2023	8	0-10 m		0
BY15 GOTLANDSDJ	135404	2023	9	0-10 m		0
BY15 GOTLANDSDJ	135404	2023	10	0-10 m		0
BY15 GOTLANDSDJ	135404	2023	11	0-10 m		0
BY15 GOTLANDSDJ	135404	2023	12	0-10 m	0.8333333333333334	1
BY15 GOTLANDSDJ	135404	2024	1	0-10 m		0
BY5 BORNHOLMSDJ	135402	1960	2	0-10 m		0
BY5 BORNHOLMSDJ	135402	1960	3	0-10 m		0
BY5 BORNHOLMSDJ	135402	1960	8	0-10 m		0
BY5 BORNHOLMSDJ	135402	1960	10	0-10 m		0
BY5 BORNHOLMSDJ	135402	1961	1	0-10 m		0
BY5 BORNHOLMSDJ	135402	1961	4	0-10 m		0
BY5 BORNHOLMSDJ	135402	1961	7	0-10 m		0
BY5 BORNHOLMSDJ	135402	1961	11	0-10 m		0
BY5 BORNHOLMSDJ	135402	1962	1	0-10 m		0
BY5 BORNHOLMSDJ	135402	1962	4	0-10 m		0
BY5 BORNHOLMSDJ	135402	1962	9	0-10 m		0
BY5 BORNHOLMSDJ	135402	1962	10	0-10 m		0
BY5 BORNHOLMSDJ	135402	1963	1	0-10 m		0
BY5 BORNHOLMSDJ	135402	1963	10	0-10 m		0
BY5 BORNHOLMSDJ	135402	1964	1	0-10 m		0
BY5 BORNHOLMSDJ	135402	1964	4	0-10 m		0
BY5 BORNHOLMSDJ	135402	1964	7	0-10 m		0
BY5 BORNHOLMSDJ	135402	1964	9	0-10 m		0
BY5 BORNHOLMSDJ	135402	1964	11	0-10 m		0
BY5 BORNHOLMSDJ	135402	1965	1	0-10 m		0
BY5 BORNHOLMSDJ	135402	1965	4	0-10 m		0
BY5 BORNHOLMSDJ	135402	1965	6	0-10 m		0
BY5 BORNHOLMSDJ	135402	1965	8	0-10 m		0
BY5 BORNHOLMSDJ	135402	1965	12	0-10 m		0
BY5 BORNHOLMSDJ	135402	1966	4	0-10 m		0
BY5 BORNHOLMSDJ	135402	1966	5	0-10 m		0
BY5 BORNHOLMSDJ	135402	1966	8	0-10 m		0
BY5 BORNHOLMSDJ	135402	1966	9	0-10 m		0
BY5 BORNHOLMSDJ	135402	1966	11	0-10 m		0
BY5 BORNHOLMSDJ	135402	1967	1	0-10 m		0
BY5 BORNHOLMSDJ	135402	1967	2	0-10 m		0
BY5 BORNHOLMSDJ	135402	1967	3	0-10 m		0
BY5 BORNHOLMSDJ	135402	1967	5	0-10 m		0
BY5 BORNHOLMSDJ	135402	1967	6	0-10 m		0
BY5 BORNHOLMSDJ	135402	1967	9	0-10 m		0
BY5 BORNHOLMSDJ	135402	1967	12	0-10 m		0
BY5 BORNHOLMSDJ	135402	1968	2	0-10 m	0.575	1
BY5 BORNHOLMSDJ	135402	1968	4	0-10 m		0
BY5 BORNHOLMSDJ	135402	1968	6	0-10 m	0.32666666666666666	1
BY5 BORNHOLMSDJ	135402	1968	8	0-10 m		0
BY5 BORNHOLMSDJ	135402	1968	9	0-10 m	0.26	1
BY5 BORNHOLMSDJ	135402	1968	11	0-10 m	0.35333333333333333	1
BY5 BORNHOLMSDJ	135402	1968	12	0-10 m		0
BY5 BORNHOLMSDJ	135402	1969	1	0-10 m	0.47	1
BY5 BORNHOLMSDJ	135402	1969	2	0-10 m		0
BY5 BORNHOLMSDJ	135402	1969	3	0-10 m		0
BY5 BORNHOLMSDJ	135402	1969	4	0-10 m	0.56	1
BY5 BORNHOLMSDJ	135402	1969	6	0-10 m		0
BY5 BORNHOLMSDJ	135402	1969	10	0-10 m		0
BY5 BORNHOLMSDJ	135402	1969	11	0-10 m	0.39999999999999997	1
BY5 BORNHOLMSDJ	135402	1970	1	0-10 m	0.51	1
BY5 BORNHOLMSDJ	135402	1970	3	0-10 m		0
BY5 BORNHOLMSDJ	135402	1970	5	0-10 m	0.4633333333333334	1
BY5 BORNHOLMSDJ	135402	1970	6	0-10 m	0.6333333333333333	1
BY5 BORNHOLMSDJ	135402	1970	8	0-10 m	0.24333333333333332	1
BY5 BORNHOLMSDJ	135402	1970	9	0-10 m	0.37	1
BY5 BORNHOLMSDJ	135402	1970	10	0-10 m	0.33	1
BY5 BORNHOLMSDJ	135402	1970	11	0-10 m		0
BY5 BORNHOLMSDJ	135402	1971	1	0-10 m	0.5433333333333333	1
BY5 BORNHOLMSDJ	135402	1971	3	0-10 m		0
BY5 BORNHOLMSDJ	135402	1971	4	0-10 m	0.7066666666666667	1
BY5 BORNHOLMSDJ	135402	1971	6	0-10 m		0
BY5 BORNHOLMSDJ	135402	1971	8	0-10 m	0.36000000000000004	1
BY5 BORNHOLMSDJ	135402	1971	9	0-10 m		0
BY5 BORNHOLMSDJ	135402	1971	11	0-10 m		0
BY5 BORNHOLMSDJ	135402	1971	12	0-10 m	0.6666666666666666	1
BY5 BORNHOLMSDJ	135402	1972	1	0-10 m	0.8	1
BY5 BORNHOLMSDJ	135402	1972	3	0-10 m	0.6983333333333333	2
BY5 BORNHOLMSDJ	135402	1972	5	0-10 m	0.6166666666666667	1
BY5 BORNHOLMSDJ	135402	1972	6	0-10 m	0.515	2
BY5 BORNHOLMSDJ	135402	1972	8	0-10 m	0.43	1
BY5 BORNHOLMSDJ	135402	1972	9	0-10 m	0.45	1
BY5 BORNHOLMSDJ	135402	1972	10	0-10 m	0.36000000000000004	1
BY5 BORNHOLMSDJ	135402	1972	11	0-10 m	0.55	1
BY5 BORNHOLMSDJ	135402	1973	1	0-10 m	0.47333333333333333	1
BY5 BORNHOLMSDJ	135402	1973	2	0-10 m	0.58	1
BY5 BORNHOLMSDJ	135402	1973	4	0-10 m	0.68	1
BY5 BORNHOLMSDJ	135402	1973	5	0-10 m	0.59	1
BY5 BORNHOLMSDJ	135402	1973	6	0-10 m	0.48	1
BY5 BORNHOLMSDJ	135402	1973	8	0-10 m	0.54	1
BY5 BORNHOLMSDJ	135402	1973	9	0-10 m	0.42333333333333334	1
BY5 BORNHOLMSDJ	135402	1974	2	0-10 m	0.6666666666666666	1
BY5 BORNHOLMSDJ	135402	1974	3	0-10 m	0.39	1
BY5 BORNHOLMSDJ	135402	1974	6	0-10 m	0.645	2
BY5 BORNHOLMSDJ	135402	1974	9	0-10 m	0.5633333333333334	1
BY5 BORNHOLMSDJ	135402	1974	10	0-10 m		0
BY5 BORNHOLMSDJ	135402	1974	11	0-10 m	0.62	2
BY5 BORNHOLMSDJ	135402	1975	1	0-10 m	0.69	1
BY5 BORNHOLMSDJ	135402	1975	3	0-10 m	0.7866666666666667	1
BY5 BORNHOLMSDJ	135402	1975	6	0-10 m	0.6727777777777778	3
BY5 BORNHOLMSDJ	135402	1975	9	0-10 m	0.45	1
BY5 BORNHOLMSDJ	135402	1975	11	0-10 m	0.56	1
BY5 BORNHOLMSDJ	135402	1976	1	0-10 m	1.065	2
BY5 BORNHOLMSDJ	135402	1976	3	0-10 m	1.0533333333333335	1
BY5 BORNHOLMSDJ	135402	1976	5	0-10 m	0.7333333333333334	1
BY5 BORNHOLMSDJ	135402	1976	6	0-10 m	0.68	1
BY5 BORNHOLMSDJ	135402	1976	8	0-10 m	0.5333333333333333	1
BY5 BORNHOLMSDJ	135402	1976	11	0-10 m	0.6033333333333334	1
BY5 BORNHOLMSDJ	135402	1977	3	0-10 m	0.77	1
BY5 BORNHOLMSDJ	135402	1977	6	0-10 m	0.6333333333333333	1
BY5 BORNHOLMSDJ	135402	1977	8	0-10 m	0.5233333333333333	1
BY5 BORNHOLMSDJ	135402	1977	9	0-10 m	0.5933333333333333	1
BY5 BORNHOLMSDJ	135402	1977	11	0-10 m	0.5866666666666666	1
BY5 BORNHOLMSDJ	135402	1978	1	0-10 m	0.76	1
BY5 BORNHOLMSDJ	135402	1978	4	0-10 m		0
BY5 BORNHOLMSDJ	135402	1978	5	0-10 m	0.9866666666666667	1
BY5 BORNHOLMSDJ	135402	1978	6	0-10 m		0
BY5 BORNHOLMSDJ	135402	1978	8	0-10 m	0.3466666666666667	1
BY5 BORNHOLMSDJ	135402	1978	11	0-10 m		0
BY5 BORNHOLMSDJ	135402	1979	1	0-10 m	0.73	1
BY5 BORNHOLMSDJ	135402	1979	5	0-10 m	0.535	1
BY5 BORNHOLMSDJ	135402	1979	7	0-10 m	0.4766666666666666	1
BY5 BORNHOLMSDJ	135402	1979	8	0-10 m	0.37666666666666665	1
BY5 BORNHOLMSDJ	135402	1979	11	0-10 m	0.4725	1
BY5 BORNHOLMSDJ	135402	1980	1	0-10 m	0.7033333333333333	1
BY5 BORNHOLMSDJ	135402	1980	5	0-10 m	0.5766666666666667	1
BY5 BORNHOLMSDJ	135402	1980	10	0-10 m	0.42000000000000004	1
BY5 BORNHOLMSDJ	135402	1981	3	0-10 m	0.9866666666666667	1
BY5 BORNHOLMSDJ	135402	1981	5	0-10 m	0.6633333333333333	1
BY5 BORNHOLMSDJ	135402	1981	11	0-10 m	0.64	1
BY5 BORNHOLMSDJ	135402	1982	3	0-10 m	0.73	1
BY5 BORNHOLMSDJ	135402	1982	6	0-10 m	0.4475	1
BY5 BORNHOLMSDJ	135402	1982	8	0-10 m	0.5133333333333333	1
BY5 BORNHOLMSDJ	135402	1982	11	0-10 m	0.725	1
BY5 BORNHOLMSDJ	135402	1983	1	0-10 m	0.9199999999999999	1
BY5 BORNHOLMSDJ	135402	1983	3	0-10 m	0.95	1
BY5 BORNHOLMSDJ	135402	1983	6	0-10 m		0
BY5 BORNHOLMSDJ	135402	1983	9	0-10 m	0.3566666666666667	1
BY5 BORNHOLMSDJ	135402	1983	12	0-10 m	0.7933333333333333	1
BY5 BORNHOLMSDJ	135402	1984	1	0-10 m	0.98	1
BY5 BORNHOLMSDJ	135402	1984	5	0-10 m	0.81	1
BY5 BORNHOLMSDJ	135402	1984	9	0-10 m	0.59	1
BY5 BORNHOLMSDJ	135402	1984	11	0-10 m	0.6025	1
BY5 BORNHOLMSDJ	135402	1985	1	0-10 m	0.9433333333333334	1
BY5 BORNHOLMSDJ	135402	1985	5	0-10 m	0.46499999999999997	1
BY5 BORNHOLMSDJ	135402	1985	9	0-10 m	0.7599999999999999	1
BY5 BORNHOLMSDJ	135402	1985	11	0-10 m	0.7575000000000001	1
BY5 BORNHOLMSDJ	135402	1986	1	0-10 m	0.89	1
BY5 BORNHOLMSDJ	135402	1986	6	0-10 m	0.6275	1
BY5 BORNHOLMSDJ	135402	1986	9	0-10 m	0.54	1
BY5 BORNHOLMSDJ	135402	1986	11	0-10 m	0.5325	1
BY5 BORNHOLMSDJ	135402	1987	1	0-10 m	1.1833333333333333	1
BY5 BORNHOLMSDJ	135402	1987	5	0-10 m	0.76	1
BY5 BORNHOLMSDJ	135402	1987	9	0-10 m	0.6466666666666666	1
BY5 BORNHOLMSDJ	135402	1987	11	0-10 m	0.5425	1
BY5 BORNHOLMSDJ	135402	1988	1	0-10 m	0.8233333333333333	1
BY5 BORNHOLMSDJ	135402	1988	5	0-10 m	0.495	1
BY5 BORNHOLMSDJ	135402	1988	8	0-10 m	0.4166666666666667	1
BY5 BORNHOLMSDJ	135402	1988	11	0-10 m	0.39249999999999996	1
BY5 BORNHOLMSDJ	135402	1989	1	0-10 m	0.8033333333333333	1
BY5 BORNHOLMSDJ	135402	1989	5	0-10 m	0.76	1
BY5 BORNHOLMSDJ	135402	1989	8	0-10 m	0.65	1
BY5 BORNHOLMSDJ	135402	1989	11	0-10 m	0.9575	1
BY5 BORNHOLMSDJ	135402	1990	1	0-10 m	0.7766666666666667	1
BY5 BORNHOLMSDJ	135402	1990	5	0-10 m	1.0475	1
BY5 BORNHOLMSDJ	135402	1990	8	0-10 m	0.7200000000000001	1
BY5 BORNHOLMSDJ	135402	1990	11	0-10 m	0.855	1
BY5 BORNHOLMSDJ	135402	1991	1	0-10 m	0.8116666666666668	2
BY5 BORNHOLMSDJ	135402	1991	5	0-10 m	0.665	1
BY5 BORNHOLMSDJ	135402	1991	9	0-10 m	0.4366666666666667	1
BY5 BORNHOLMSDJ	135402	1991	11	0-10 m	0.7775	1
BY5 BORNHOLMSDJ	135402	1992	1	0-10 m	1.01	2
BY5 BORNHOLMSDJ	135402	1992	3	0-10 m	1.1266666666666667	1
BY5 BORNHOLMSDJ	135402	1992	5	0-10 m	0.7075	1
BY5 BORNHOLMSDJ	135402	1992	8	0-10 m	0.4766666666666666	1
BY5 BORNHOLMSDJ	135402	1992	9	0-10 m	0.6033333333333334	1
BY5 BORNHOLMSDJ	135402	1992	11	0-10 m	0.785	1
BY5 BORNHOLMSDJ	135402	1993	3	0-10 m	0.96625	2
BY5 BORNHOLMSDJ	135402	1993	4	0-10 m	0.8075	1
BY5 BORNHOLMSDJ	135402	1993	6	0-10 m	0.615	2
BY5 BORNHOLMSDJ	135402	1993	7	0-10 m	0.6775	1
BY5 BORNHOLMSDJ	135402	1993	8	0-10 m	0.6052777777777778	3
BY5 BORNHOLMSDJ	135402	1993	10	0-10 m	0.6	1
BY5 BORNHOLMSDJ	135402	1993	11	0-10 m	0.6733333333333333	1
BY5 BORNHOLMSDJ	135402	1993	12	0-10 m	0.6950000000000001	1
BY5 BORNHOLMSDJ	135402	1994	1	0-10 m	0.7600000000000001	1
BY5 BORNHOLMSDJ	135402	1994	2	0-10 m	0.855	1
BY5 BORNHOLMSDJ	135402	1994	3	0-10 m	0.8262499999999999	2
BY5 BORNHOLMSDJ	135402	1994	4	0-10 m	0.87	1
BY5 BORNHOLMSDJ	135402	1994	5	0-10 m	0.9	1
BY5 BORNHOLMSDJ	135402	1994	7	0-10 m		0
BY5 BORNHOLMSDJ	135402	1994	8	0-10 m	0.3175	1
BY5 BORNHOLMSDJ	135402	1994	9	0-10 m	0.53	2
BY5 BORNHOLMSDJ	135402	1994	10	0-10 m	0.46499999999999997	1
BY5 BORNHOLMSDJ	135402	1994	11	0-10 m	0.5575	1
BY5 BORNHOLMSDJ	135402	1995	1	0-10 m	0.68	1
BY5 BORNHOLMSDJ	135402	1995	2	0-10 m	0.85	1
BY5 BORNHOLMSDJ	135402	1995	3	0-10 m	0.87625	2
BY5 BORNHOLMSDJ	135402	1995	4	0-10 m	0.6475	1
BY5 BORNHOLMSDJ	135402	1995	5	0-10 m	0.805	1
BY5 BORNHOLMSDJ	135402	1995	6	0-10 m	0.67	1
BY5 BORNHOLMSDJ	135402	1995	7	0-10 m	0.575	1
BY5 BORNHOLMSDJ	135402	1995	8	0-10 m	0.51875	2
BY5 BORNHOLMSDJ	135402	1995	9	0-10 m	0.61	1
BY5 BORNHOLMSDJ	135402	1995	10	0-10 m	0.55	1
BY5 BORNHOLMSDJ	135402	1995	11	0-10 m	0.45999999999999996	1
BY5 BORNHOLMSDJ	135402	1995	12	0-10 m	0.75	1
BY5 BORNHOLMSDJ	135402	1996	1	0-10 m	0.7	1
BY5 BORNHOLMSDJ	135402	1996	2	0-10 m	0.785	1
BY5 BORNHOLMSDJ	135402	1996	3	0-10 m	0.815	1
BY5 BORNHOLMSDJ	135402	1996	4	0-10 m	0.7324999999999999	1
BY5 BORNHOLMSDJ	135402	1996	5	0-10 m	0.52	1
BY5 BORNHOLMSDJ	135402	1996	6	0-10 m	0.5675	1
BY5 BORNHOLMSDJ	135402	1996	7	0-10 m	0.4225	1
BY5 BORNHOLMSDJ	135402	1996	8	0-10 m	0.405	1
BY5 BORNHOLMSDJ	135402	1996	9	0-10 m	0.4125	1
BY5 BORNHOLMSDJ	135402	1996	10	0-10 m	0.33499999999999996	2
BY5 BORNHOLMSDJ	135402	1996	11	0-10 m	0.3825	1
BY5 BORNHOLMSDJ	135402	1996	12	0-10 m	0.6125	1
BY5 BORNHOLMSDJ	135402	1997	1	0-10 m	0.7625	1
BY5 BORNHOLMSDJ	135402	1997	2	0-10 m	0.70625	2
BY5 BORNHOLMSDJ	135402	1997	3	0-10 m	0.7275	1
BY5 BORNHOLMSDJ	135402	1997	4	0-10 m	0.625	1
BY5 BORNHOLMSDJ	135402	1997	6	0-10 m	0.5825	1
BY5 BORNHOLMSDJ	135402	1997	7	0-10 m	0.465	1
BY5 BORNHOLMSDJ	135402	1997	8	0-10 m	0.33	1
BY5 BORNHOLMSDJ	135402	1997	9	0-10 m	0.3925	1
BY5 BORNHOLMSDJ	135402	1997	10	0-10 m	0.505	1
BY5 BORNHOLMSDJ	135402	1997	11	0-10 m	0.55375	2
BY5 BORNHOLMSDJ	135402	1997	12	0-10 m	0.565	1
BY5 BORNHOLMSDJ	135402	1998	1	0-10 m	0.5666666666666667	1
BY5 BORNHOLMSDJ	135402	1998	2	0-10 m	0.71	1
BY5 BORNHOLMSDJ	135402	1998	3	0-10 m	0.9216666666666666	2
BY5 BORNHOLMSDJ	135402	1998	4	0-10 m	0.6333333333333333	1
BY5 BORNHOLMSDJ	135402	1998	6	0-10 m	0.4566666666666667	2
BY5 BORNHOLMSDJ	135402	1998	7	0-10 m	0.6	1
BY5 BORNHOLMSDJ	135402	1998	8	0-10 m	0.38000000000000006	1
BY5 BORNHOLMSDJ	135402	1998	9	0-10 m	0.3233333333333333	1
BY5 BORNHOLMSDJ	135402	1998	10	0-10 m	0.4366666666666667	1
BY5 BORNHOLMSDJ	135402	1998	11	0-10 m	0.6950000000000001	2
BY5 BORNHOLMSDJ	135402	1998	12	0-10 m	0.5933333333333333	1
BY5 BORNHOLMSDJ	135402	1999	1	0-10 m	0.7133333333333333	1
BY5 BORNHOLMSDJ	135402	1999	2	0-10 m	0.9866666666666667	1
BY5 BORNHOLMSDJ	135402	1999	3	0-10 m	0.7633333333333333	1
BY5 BORNHOLMSDJ	135402	1999	4	0-10 m	0.8033333333333333	1
BY5 BORNHOLMSDJ	135402	1999	5	0-10 m	0.5833333333333334	1
BY5 BORNHOLMSDJ	135402	1999	6	0-10 m	0.5466666666666667	1
BY5 BORNHOLMSDJ	135402	1999	7	0-10 m	0.3233333333333333	1
BY5 BORNHOLMSDJ	135402	1999	8	0-10 m	0.375	2
BY5 BORNHOLMSDJ	135402	1999	9	0-10 m	0.45999999999999996	1
BY5 BORNHOLMSDJ	135402	1999	10	0-10 m	0.41	1
BY5 BORNHOLMSDJ	135402	1999	11	0-10 m	0.5966666666666667	1
BY5 BORNHOLMSDJ	135402	1999	12	0-10 m	0.7866666666666667	1
BY5 BORNHOLMSDJ	135402	2000	1	0-10 m	0.8266666666666667	1
BY5 BORNHOLMSDJ	135402	2000	2	0-10 m	0.9566666666666667	1
BY5 BORNHOLMSDJ	135402	2000	3	0-10 m	0.9466666666666667	2
BY5 BORNHOLMSDJ	135402	2000	4	0-10 m	0.5566666666666666	1
BY5 BORNHOLMSDJ	135402	2000	5	0-10 m	0.47000000000000003	1
BY5 BORNHOLMSDJ	135402	2000	6	0-10 m	0.5	1
BY5 BORNHOLMSDJ	135402	2000	7	0-10 m	0.5033333333333333	1
BY5 BORNHOLMSDJ	135402	2000	8	0-10 m	0.4883333333333333	2
BY5 BORNHOLMSDJ	135402	2000	10	0-10 m	0.4266666666666667	1
BY5 BORNHOLMSDJ	135402	2000	11	0-10 m	0.6233333333333334	1
BY5 BORNHOLMSDJ	135402	2000	12	0-10 m	0.7733333333333334	1
BY5 BORNHOLMSDJ	135402	2001	1	0-10 m	0.71	1
BY5 BORNHOLMSDJ	135402	2001	2	0-10 m	0.7433333333333333	1
BY5 BORNHOLMSDJ	135402	2001	3	0-10 m	0.7833333333333333	1
BY5 BORNHOLMSDJ	135402	2001	4	0-10 m	0.54	1
BY5 BORNHOLMSDJ	135402	2001	5	0-10 m	0.51	1
BY5 BORNHOLMSDJ	135402	2001	6	0-10 m	0.42	1
BY5 BORNHOLMSDJ	135402	2001	7	0-10 m	0.38499999999999995	2
BY5 BORNHOLMSDJ	135402	2001	8	0-10 m	0.3233333333333333	1
BY5 BORNHOLMSDJ	135402	2001	10	0-10 m	0.41333333333333333	1
BY5 BORNHOLMSDJ	135402	2001	11	0-10 m	0.5666666666666667	1
BY5 BORNHOLMSDJ	135402	2001	12	0-10 m	0.62	1
BY5 BORNHOLMSDJ	135402	2002	1	0-10 m	0.6633333333333334	1
BY5 BORNHOLMSDJ	135402	2002	2	0-10 m	0.7866666666666667	1
BY5 BORNHOLMSDJ	135402	2002	3	0-10 m	0.7999999999999999	1
BY5 BORNHOLMSDJ	135402	2002	4	0-10 m	0.77	1
BY5 BORNHOLMSDJ	135402	2002	5	0-10 m	0.7233333333333333	1
BY5 BORNHOLMSDJ	135402	2002	6	0-10 m	0.6366666666666666	1
BY5 BORNHOLMSDJ	135402	2002	7	0-10 m	0.6116666666666667	2
BY5 BORNHOLMSDJ	135402	2002	8	0-10 m	0.49666666666666665	1
BY5 BORNHOLMSDJ	135402	2002	9	0-10 m	0.52	1
BY5 BORNHOLMSDJ	135402	2002	11	0-10 m	0.6966666666666667	1
BY5 BORNHOLMSDJ	135402	2002	12	0-10 m	0.71	1
BY5 BORNHOLMSDJ	135402	2003	1	0-10 m	0.7066666666666667	1
BY5 BORNHOLMSDJ	135402	2003	2	0-10 m	0.73	1
BY5 BORNHOLMSDJ	135402	2003	3	0-10 m	0.59	1
BY5 BORNHOLMSDJ	135402	2003	4	0-10 m		0
BY5 BORNHOLMSDJ	135402	2003	5	0-10 m	0.39666666666666667	1
BY5 BORNHOLMSDJ	135402	2003	6	0-10 m	0.3	1
BY5 BORNHOLMSDJ	135402	2003	7	0-10 m	0.3866666666666667	2
BY5 BORNHOLMSDJ	135402	2003	8	0-10 m	0.37000000000000005	1
BY5 BORNHOLMSDJ	135402	2003	9	0-10 m	0.37666666666666665	1
BY5 BORNHOLMSDJ	135402	2003	10	0-10 m	0.41333333333333333	1
