STATN	REG_ID	YEAR	MONTH	Depth_interval	mean	count
BY5 BORNHOLMSDJ	135402	2003	11	0-10 m	0.4266666666666667	1
BY5 BORNHOLMSDJ	135402	2003	12	0-10 m	0.45	1
BY5 BORNHOLMSDJ	135402	2004	1	0-10 m	0.63	1
BY5 BORNHOLMSDJ	135402	2004	2	0-10 m	0.5766666666666667	1
BY5 BORNHOLMSDJ	135402	2004	3	0-10 m	0.7466666666666667	1
BY5 BORNHOLMSDJ	135402	2004	4	0-10 m	0.7833333333333333	1
BY5 BORNHOLMSDJ	135402	2004	5	0-10 m	0.43999999999999995	1
BY5 BORNHOLMSDJ	135402	2004	6	0-10 m	0.5	2
BY5 BORNHOLMSDJ	135402	2004	7	0-10 m	0.6	1
BY5 BORNHOLMSDJ	135402	2004	8	0-10 m	0.53	1
BY5 BORNHOLMSDJ	135402	2004	9	0-10 m	0.6833333333333332	1
BY5 BORNHOLMSDJ	135402	2004	10	0-10 m	0.6233333333333334	1
BY5 BORNHOLMSDJ	135402	2004	11	0-10 m	0.7566666666666667	1
BY5 BORNHOLMSDJ	135402	2004	12	0-10 m	0.8466666666666667	1
BY5 BORNHOLMSDJ	135402	2005	1	0-10 m	1.2466666666666668	1
BY5 BORNHOLMSDJ	135402	2005	3	0-10 m	1.2966666666666666	1
BY5 BORNHOLMSDJ	135402	2005	4	0-10 m	1.2716666666666667	2
BY5 BORNHOLMSDJ	135402	2005	5	0-10 m	1.0133333333333334	1
BY5 BORNHOLMSDJ	135402	2005	6	0-10 m	0.9466666666666667	1
BY5 BORNHOLMSDJ	135402	2005	7	0-10 m	0.8666666666666667	1
BY5 BORNHOLMSDJ	135402	2005	8	0-10 m	0.8499999999999999	2
BY5 BORNHOLMSDJ	135402	2005	9	0-10 m	0.8366666666666666	1
BY5 BORNHOLMSDJ	135402	2005	10	0-10 m	0.9666666666666667	1
BY5 BORNHOLMSDJ	135402	2005	11	0-10 m	1.05	1
BY5 BORNHOLMSDJ	135402	2005	12	0-10 m	1.0933333333333335	1
BY5 BORNHOLMSDJ	135402	2006	1	0-10 m	1.1033333333333333	1
BY5 BORNHOLMSDJ	135402	2006	3	0-10 m	1.1400000000000001	2
BY5 BORNHOLMSDJ	135402	2006	4	0-10 m	1.05	1
BY5 BORNHOLMSDJ	135402	2006	5	0-10 m	0.82	1
BY5 BORNHOLMSDJ	135402	2006	6	0-10 m	0.65	1
BY5 BORNHOLMSDJ	135402	2006	7	0-10 m	0.5499999999999999	1
BY5 BORNHOLMSDJ	135402	2006	8	0-10 m	0.5733333333333334	2
BY5 BORNHOLMSDJ	135402	2006	9	0-10 m	0.5866666666666666	1
BY5 BORNHOLMSDJ	135402	2006	10	0-10 m	0.5633333333333334	1
BY5 BORNHOLMSDJ	135402	2006	11	0-10 m	0.6999999999999998	1
BY5 BORNHOLMSDJ	135402	2006	12	0-10 m	0.7766666666666667	1
BY5 BORNHOLMSDJ	135402	2007	1	0-10 m	1.1166666666666667	1
BY5 BORNHOLMSDJ	135402	2007	3	0-10 m	1.15	1
BY5 BORNHOLMSDJ	135402	2007	4	0-10 m	1.1866666666666665	1
BY5 BORNHOLMSDJ	135402	2007	5	0-10 m	0.8833333333333333	1
BY5 BORNHOLMSDJ	135402	2007	6	0-10 m	0.75	1
BY5 BORNHOLMSDJ	135402	2007	7	0-10 m	0.82	1
BY5 BORNHOLMSDJ	135402	2007	8	0-10 m	0.77	2
BY5 BORNHOLMSDJ	135402	2007	9	0-10 m	0.7399999999999999	1
BY5 BORNHOLMSDJ	135402	2007	10	0-10 m	0.7600000000000001	1
BY5 BORNHOLMSDJ	135402	2007	11	0-10 m	0.8533333333333334	1
BY5 BORNHOLMSDJ	135402	2007	12	0-10 m	0.8633333333333333	1
BY5 BORNHOLMSDJ	135402	2008	1	0-10 m	0.9266666666666667	1
BY5 BORNHOLMSDJ	135402	2008	2	0-10 m	1.12	1
BY5 BORNHOLMSDJ	135402	2008	3	0-10 m	1.08	1
BY5 BORNHOLMSDJ	135402	2008	4	0-10 m	1.09	1
BY5 BORNHOLMSDJ	135402	2008	5	0-10 m	1.0433333333333332	1
BY5 BORNHOLMSDJ	135402	2008	6	0-10 m	1.1533333333333333	1
BY5 BORNHOLMSDJ	135402	2008	7	0-10 m	0.875	2
BY5 BORNHOLMSDJ	135402	2008	8	0-10 m	0.7333333333333334	1
BY5 BORNHOLMSDJ	135402	2008	9	0-10 m	0.7866666666666667	1
BY5 BORNHOLMSDJ	135402	2008	10	0-10 m	0.77	1
BY5 BORNHOLMSDJ	135402	2008	11	0-10 m	0.7766666666666667	1
BY5 BORNHOLMSDJ	135402	2008	12	0-10 m	0.9633333333333333	1
BY5 BORNHOLMSDJ	135402	2009	1	0-10 m	1.0466666666666666	1
BY5 BORNHOLMSDJ	135402	2009	2	0-10 m	1.0766666666666669	1
BY5 BORNHOLMSDJ	135402	2009	3	0-10 m	0.9899999999999999	1
BY5 BORNHOLMSDJ	135402	2009	4	0-10 m	0.9233333333333333	1
BY5 BORNHOLMSDJ	135402	2009	5	0-10 m	0.8033333333333333	1
BY5 BORNHOLMSDJ	135402	2009	6	0-10 m	0.7600000000000001	1
BY5 BORNHOLMSDJ	135402	2009	7	0-10 m	0.685	2
BY5 BORNHOLMSDJ	135402	2009	8	0-10 m	0.7033333333333333	1
BY5 BORNHOLMSDJ	135402	2009	9	0-10 m	0.6566666666666666	1
BY5 BORNHOLMSDJ	135402	2009	10	0-10 m	0.7833333333333333	1
BY5 BORNHOLMSDJ	135402	2009	11	0-10 m	0.9433333333333334	1
BY5 BORNHOLMSDJ	135402	2009	12	0-10 m	0.9333333333333332	1
BY5 BORNHOLMSDJ	135402	2010	2	0-10 m	0.9566666666666667	1
BY5 BORNHOLMSDJ	135402	2010	3	0-10 m	0.9899999999999999	1
BY5 BORNHOLMSDJ	135402	2010	4	0-10 m	0.7866666666666667	1
BY5 BORNHOLMSDJ	135402	2010	5	0-10 m	0.7733333333333333	1
BY5 BORNHOLMSDJ	135402	2010	6	0-10 m	0.6366666666666667	2
BY5 BORNHOLMSDJ	135402	2010	7	0-10 m	0.6033333333333334	1
BY5 BORNHOLMSDJ	135402	2010	8	0-10 m	0.58	1
BY5 BORNHOLMSDJ	135402	2010	9	0-10 m	0.5833333333333334	1
BY5 BORNHOLMSDJ	135402	2010	10	0-10 m	0.7033333333333333	1
BY5 BORNHOLMSDJ	135402	2010	11	0-10 m	0.6266666666666666	1
BY5 BORNHOLMSDJ	135402	2010	12	0-10 m	1.02	1
BY5 BORNHOLMSDJ	135402	2011	1	0-10 m	0.9266666666666667	1
BY5 BORNHOLMSDJ	135402	2011	3	0-10 m	0.9066666666666667	1
BY5 BORNHOLMSDJ	135402	2011	4	0-10 m	0.9633333333333333	1
BY5 BORNHOLMSDJ	135402	2011	6	0-10 m	0.6933333333333334	1
BY5 BORNHOLMSDJ	135402	2011	7	0-10 m	0.6233333333333334	1
BY5 BORNHOLMSDJ	135402	2011	8	0-10 m	0.66	1
BY5 BORNHOLMSDJ	135402	2011	9	0-10 m	0.6866666666666666	1
BY5 BORNHOLMSDJ	135402	2011	10	0-10 m	0.6366666666666667	1
BY5 BORNHOLMSDJ	135402	2011	11	0-10 m	0.66	1
BY5 BORNHOLMSDJ	135402	2011	12	0-10 m	0.83	1
BY5 BORNHOLMSDJ	135402	2012	1	0-10 m	1.13	1
BY5 BORNHOLMSDJ	135402	2012	5	0-10 m	1.08	1
BY5 BORNHOLMSDJ	135402	2012	7	0-10 m	0.7933333333333333	1
BY5 BORNHOLMSDJ	135402	2012	8	0-10 m	0.7533333333333333	1
BY5 BORNHOLMSDJ	135402	2012	9	0-10 m	0.7866666666666667	1
BY5 BORNHOLMSDJ	135402	2012	10	0-10 m	0.83	1
BY5 BORNHOLMSDJ	135402	2012	11	0-10 m	0.9566666666666667	1
BY5 BORNHOLMSDJ	135402	2012	12	0-10 m	0.9766666666666666	1
BY5 BORNHOLMSDJ	135402	2013	1	0-10 m	0.9133333333333334	1
BY5 BORNHOLMSDJ	135402	2013	2	0-10 m	0.96	1
BY5 BORNHOLMSDJ	135402	2013	3	0-10 m	1.01	1
BY5 BORNHOLMSDJ	135402	2013	4	0-10 m	0.9233333333333333	1
BY5 BORNHOLMSDJ	135402	2013	5	0-10 m	0.7400000000000001	1
BY5 BORNHOLMSDJ	135402	2013	6	0-10 m	0.5166666666666667	1
BY5 BORNHOLMSDJ	135402	2013	8	0-10 m	0.4533333333333333	2
BY5 BORNHOLMSDJ	135402	2013	9	0-10 m	0.4533333333333333	1
BY5 BORNHOLMSDJ	135402	2013	10	0-10 m	0.48333333333333334	1
BY5 BORNHOLMSDJ	135402	2013	11	0-10 m	0.6333333333333333	1
BY5 BORNHOLMSDJ	135402	2013	12	0-10 m	0.8433333333333333	1
BY5 BORNHOLMSDJ	135402	2014	2	0-10 m	0.9933333333333333	1
BY5 BORNHOLMSDJ	135402	2014	3	0-10 m	1.0750000000000002	2
BY5 BORNHOLMSDJ	135402	2014	4	0-10 m	0.8466666666666667	1
BY5 BORNHOLMSDJ	135402	2014	6	0-10 m	0.7600000000000001	1
BY5 BORNHOLMSDJ	135402	2014	7	0-10 m	0.7166666666666667	1
BY5 BORNHOLMSDJ	135402	2014	8	0-10 m	0.6766666666666667	1
BY5 BORNHOLMSDJ	135402	2014	9	0-10 m	0.745	1
BY5 BORNHOLMSDJ	135402	2014	10	0-10 m	0.8166666666666668	1
BY5 BORNHOLMSDJ	135402	2014	11	0-10 m	0.7333333333333334	1
BY5 BORNHOLMSDJ	135402	2014	12	0-10 m	0.9533333333333335	1
BY5 BORNHOLMSDJ	135402	2015	2	0-10 m	1.0833333333333333	1
BY5 BORNHOLMSDJ	135402	2015	3	0-10 m	1.1033333333333335	1
BY5 BORNHOLMSDJ	135402	2015	4	0-10 m	1.0733333333333333	1
BY5 BORNHOLMSDJ	135402	2015	6	0-10 m	0.8666666666666667	1
BY5 BORNHOLMSDJ	135402	2015	7	0-10 m	0.87	1
BY5 BORNHOLMSDJ	135402	2015	9	0-10 m	0.8333333333333334	1
BY5 BORNHOLMSDJ	135402	2015	10	0-10 m	0.9633333333333334	1
BY5 BORNHOLMSDJ	135402	2015	11	0-10 m	0.9033333333333333	1
BY5 BORNHOLMSDJ	135402	2015	12	0-10 m	1.0	1
BY5 BORNHOLMSDJ	135402	2016	1	0-10 m	1.02	1
BY5 BORNHOLMSDJ	135402	2016	2	0-10 m	1.1266666666666667	1
BY5 BORNHOLMSDJ	135402	2016	3	0-10 m	1.3066666666666666	1
BY5 BORNHOLMSDJ	135402	2016	4	0-10 m	0.93	1
BY5 BORNHOLMSDJ	135402	2016	5	0-10 m	0.94	1
BY5 BORNHOLMSDJ	135402	2016	6	0-10 m	0.9833333333333334	1
BY5 BORNHOLMSDJ	135402	2016	7	0-10 m	0.7433333333333333	1
BY5 BORNHOLMSDJ	135402	2016	8	0-10 m	0.6766666666666666	1
BY5 BORNHOLMSDJ	135402	2016	9	0-10 m	0.69	1
BY5 BORNHOLMSDJ	135402	2016	10	0-10 m	0.81	1
BY5 BORNHOLMSDJ	135402	2016	11	0-10 m	0.91	1
BY5 BORNHOLMSDJ	135402	2016	12	0-10 m	0.9733333333333333	1
BY5 BORNHOLMSDJ	135402	2017	1	0-10 m	0.98	1
BY5 BORNHOLMSDJ	135402	2017	2	0-10 m	1.0350000000000001	1
BY5 BORNHOLMSDJ	135402	2017	3	0-10 m	1.1066666666666667	1
BY5 BORNHOLMSDJ	135402	2017	4	0-10 m	0.93	1
BY5 BORNHOLMSDJ	135402	2017	5	0-10 m	1.0366666666666666	1
BY5 BORNHOLMSDJ	135402	2017	6	0-10 m	0.9199999999999999	1
BY5 BORNHOLMSDJ	135402	2017	7	0-10 m	0.8766666666666666	1
BY5 BORNHOLMSDJ	135402	2017	9	0-10 m	0.73	1
BY5 BORNHOLMSDJ	135402	2017	10	0-10 m	0.8366666666666666	1
BY5 BORNHOLMSDJ	135402	2017	11	0-10 m	0.9566666666666667	1
BY5 BORNHOLMSDJ	135402	2017	12	0-10 m	1.05	1
BY5 BORNHOLMSDJ	135402	2018	1	0-10 m	1.1233333333333333	1
BY5 BORNHOLMSDJ	135402	2018	3	0-10 m	1.2666666666666666	1
BY5 BORNHOLMSDJ	135402	2018	4	0-10 m	1.2266666666666666	1
BY5 BORNHOLMSDJ	135402	2018	5	0-10 m	0.8133333333333334	1
BY5 BORNHOLMSDJ	135402	2018	9	0-10 m		0
BY5 BORNHOLMSDJ	135402	2018	10	0-10 m	0.77	1
BY5 BORNHOLMSDJ	135402	2018	11	0-10 m	0.87	1
BY5 BORNHOLMSDJ	135402	2018	12	0-10 m	0.8333333333333334	1
BY5 BORNHOLMSDJ	135402	2019	1	0-10 m	0.96	1
BY5 BORNHOLMSDJ	135402	2019	2	0-10 m	0.9766666666666667	1
BY5 BORNHOLMSDJ	135402	2019	3	0-10 m	0.9433333333333334	1
BY5 BORNHOLMSDJ	135402	2019	4	0-10 m	0.8066666666666666	1
BY5 BORNHOLMSDJ	135402	2019	5	0-10 m	0.6833333333333332	1
BY5 BORNHOLMSDJ	135402	2019	6	0-10 m	0.6433333333333334	1
BY5 BORNHOLMSDJ	135402	2019	7	0-10 m	0.6433333333333334	1
BY5 BORNHOLMSDJ	135402	2019	8	0-10 m	0.5766666666666667	1
BY5 BORNHOLMSDJ	135402	2019	9	0-10 m	0.7033333333333333	1
BY5 BORNHOLMSDJ	135402	2019	10	0-10 m	0.6833333333333332	1
BY5 BORNHOLMSDJ	135402	2019	11	0-10 m	0.64	1
BY5 BORNHOLMSDJ	135402	2019	12	0-10 m	0.8133333333333334	1
BY5 BORNHOLMSDJ	135402	2020	1	0-10 m	0.8766666666666666	1
BY5 BORNHOLMSDJ	135402	2020	2	0-10 m	1.0266666666666666	1
BY5 BORNHOLMSDJ	135402	2020	3	0-10 m	1.3499999999999999	1
BY5 BORNHOLMSDJ	135402	2020	4	0-10 m	1.2	1
BY5 BORNHOLMSDJ	135402	2020	5	0-10 m	1.0833333333333333	1
BY5 BORNHOLMSDJ	135402	2020	6	0-10 m	1.0133333333333334	1
BY5 BORNHOLMSDJ	135402	2020	7	0-10 m	0.7366666666666667	1
BY5 BORNHOLMSDJ	135402	2020	8	0-10 m	0.7166666666666667	1
BY5 BORNHOLMSDJ	135402	2020	9	0-10 m	0.7733333333333334	1
BY5 BORNHOLMSDJ	135402	2020	10	0-10 m	0.9166666666666666	1
BY5 BORNHOLMSDJ	135402	2020	11	0-10 m	0.9	1
BY5 BORNHOLMSDJ	135402	2020	12	0-10 m	1.14	1
BY5 BORNHOLMSDJ	135402	2021	1	0-10 m	1.2433333333333334	1
BY5 BORNHOLMSDJ	135402	2021	2	0-10 m	1.2266666666666666	1
BY5 BORNHOLMSDJ	135402	2021	3	0-10 m	1.1166666666666665	1
BY5 BORNHOLMSDJ	135402	2021	4	0-10 m	1.0533333333333335	1
BY5 BORNHOLMSDJ	135402	2021	5	0-10 m	0.9033333333333333	1
BY5 BORNHOLMSDJ	135402	2021	6	0-10 m	0.7200000000000001	1
BY5 BORNHOLMSDJ	135402	2021	7	0-10 m	0.63	1
BY5 BORNHOLMSDJ	135402	2021	8	0-10 m	0.6533333333333333	1
BY5 BORNHOLMSDJ	135402	2021	9	0-10 m	0.77	1
BY5 BORNHOLMSDJ	135402	2021	10	0-10 m	0.7833333333333333	1
BY5 BORNHOLMSDJ	135402	2021	11	0-10 m	0.77	1
BY5 BORNHOLMSDJ	135402	2021	12	0-10 m	0.8633333333333333	1
BY5 BORNHOLMSDJ	135402	2022	2	0-10 m	0.9933333333333333	1
BY5 BORNHOLMSDJ	135402	2022	3	0-10 m	0.9266666666666667	1
BY5 BORNHOLMSDJ	135402	2022	4	0-10 m	0.7799999999999999	1
BY5 BORNHOLMSDJ	135402	2022	5	0-10 m	0.7633333333333333	1
BY5 BORNHOLMSDJ	135402	2022	6	0-10 m	0.5933333333333333	1
BY5 BORNHOLMSDJ	135402	2022	7	0-10 m	0.7666666666666666	1
BY5 BORNHOLMSDJ	135402	2022	8	0-10 m	0.7200000000000001	1
BY5 BORNHOLMSDJ	135402	2022	9	0-10 m	0.5733333333333334	1
BY5 BORNHOLMSDJ	135402	2022	10	0-10 m	0.7366666666666667	1
BY5 BORNHOLMSDJ	135402	2022	11	0-10 m	0.8566666666666666	1
BY5 BORNHOLMSDJ	135402	2022	12	0-10 m		0
BY5 BORNHOLMSDJ	135402	2023	1	0-10 m	0.8766666666666666	1
BY5 BORNHOLMSDJ	135402	2023	2	0-10 m	1.0766666666666669	1
BY5 BORNHOLMSDJ	135402	2023	3	0-10 m	1.16	1
BY5 BORNHOLMSDJ	135402	2023	4	0-10 m	0.8966666666666666	1
BY5 BORNHOLMSDJ	135402	2023	5	0-10 m	0.82	1
BY5 BORNHOLMSDJ	135402	2023	6	0-10 m	0.8166666666666668	1
BY5 BORNHOLMSDJ	135402	2023	7	0-10 m	0.5833333333333334	1
BY5 BORNHOLMSDJ	135402	2023	8	0-10 m		0
BY5 BORNHOLMSDJ	135402	2023	9	0-10 m		0
BY5 BORNHOLMSDJ	135402	2023	10	0-10 m		0
BY5 BORNHOLMSDJ	135402	2023	11	0-10 m		0
BY5 BORNHOLMSDJ	135402	2023	12	0-10 m	0.9966666666666667	1
BY5 BORNHOLMSDJ	135402	2024	1	0-10 m		0
F9 / A13	135300	1968	9	0-10 m	0.14333333333333334	1
F9 / A13	135300	1970	8	0-10 m	0.21	1
F9 / A13	135300	1972	6	0-10 m		0
F9 / A13	135300	1974	11	0-10 m	0.325	1
F9 / A13	135300	1975	5	0-10 m	0.26	1
F9 / A13	135300	1975	12	0-10 m	0.34	1
F9 / A13	135300	1976	9	0-10 m	0.30333333333333334	1
F9 / A13	135300	1976	11	0-10 m	0.22	1
F9 / A13	135300	1977	6	0-10 m	0.33666666666666667	1
F9 / A13	135300	1977	11	0-10 m	0.23	1
F9 / A13	135300	1978	5	0-10 m	0.31	1
F9 / A13	135300	1978	8	0-10 m	0.24666666666666667	1
F9 / A13	135300	1979	6	0-10 m	0.2475	1
F9 / A13	135300	1979	11	0-10 m	0.12	1
F9 / A13	135300	1980	6	0-10 m	0.3	1
F9 / A13	135300	1980	11	0-10 m	0.12	1
F9 / A13	135300	1981	5	0-10 m	0.17333333333333334	1
F9 / A13	135300	1981	11	0-10 m	0.20666666666666667	1
F9 / A13	135300	1982	5	0-10 m	0.3225	1
F9 / A13	135300	1982	11	0-10 m	0.3433333333333333	1
F9 / A13	135300	1983	6	0-10 m	0.455	1
F9 / A13	135300	1983	11	0-10 m	0.29	1
F9 / A13	135300	1983	12	0-10 m	0.4	1
F9 / A13	135300	1984	5	0-10 m	0.31000000000000005	2
F9 / A13	135300	1984	11	0-10 m	0.17666666666666667	1
F9 / A13	135300	1985	5	0-10 m	0.25	1
F9 / A13	135300	1985	11	0-10 m	0.2425	1
F9 / A13	135300	1986	5	0-10 m	0.2925	1
F9 / A13	135300	1986	11	0-10 m	0.28	1
F9 / A13	135300	1986	12	0-10 m	0.2	1
F9 / A13	135300	1987	6	0-10 m	0.37750000000000006	2
F9 / A13	135300	1987	12	0-10 m	0.25	1
F9 / A13	135300	1988	11	0-10 m	0.2575	1
F9 / A13	135300	1989	5	0-10 m	0.22999999999999998	1
F9 / A13	135300	1989	6	0-10 m	0.3	1
F9 / A13	135300	1989	11	0-10 m	0.2425	1
F9 / A13	135300	1990	5	0-10 m	0.1875	2
F9 / A13	135300	1990	11	0-10 m		0
F9 / A13	135300	1990	12	0-10 m		0
F9 / A13	135300	1991	5	0-10 m	0.3	1
F9 / A13	135300	1992	1	0-10 m	0.22999999999999998	1
F9 / A13	135300	1992	5	0-10 m	0.2833333333333333	1
F9 / A13	135300	1992	8	0-10 m	0.32666666666666666	1
F9 / A13	135300	1992	10	0-10 m	0.14666666666666667	1
F9 / A13	135300	1992	11	0-10 m	0.21333333333333337	2
F9 / A13	135300	1993	1	0-10 m	0.24333333333333332	1
F9 / A13	135300	1993	3	0-10 m	0.20666666666666667	1
F9 / A13	135300	1993	5	0-10 m	0.135	2
F9 / A13	135300	1993	6	0-10 m	0.20000000000000004	1
F9 / A13	135300	1993	7	0-10 m	0.168	2
F9 / A13	135300	1993	8	0-10 m	0.15333333333333332	2
F9 / A13	135300	1993	9	0-10 m	0.205	1
F9 / A13	135300	1993	10	0-10 m	0.12166666666666666	1
F9 / A13	135300	1993	11	0-10 m	0.1366666666666667	1
F9 / A13	135300	1993	12	0-10 m	0.149	2
F9 / A13	135300	1994	1	0-10 m	0.15333333333333335	1
F9 / A13	135300	1994	2	0-10 m	0.13	1
F9 / A13	135300	1994	3	0-10 m	0.11333333333333333	1
F9 / A13	135300	1994	5	0-10 m	0.17166666666666666	3
F9 / A13	135300	1994	6	0-10 m	0.1816666666666667	2
F9 / A13	135300	1994	7	0-10 m	0.2325	2
F9 / A13	135300	1994	8	0-10 m	0.18500000000000003	1
F9 / A13	135300	1994	9	0-10 m	0.17	2
F9 / A13	135300	1994	10	0-10 m	0.16166666666666665	1
F9 / A13	135300	1994	11	0-10 m	0.15	1
F9 / A13	135300	1994	12	0-10 m	0.13583333333333333	2
F9 / A13	135300	1995	1	0-10 m	0.16666666666666666	1
F9 / A13	135300	1995	4	0-10 m	0.16083333333333333	2
F9 / A13	135300	1995	5	0-10 m	0.17533333333333334	2
F9 / A13	135300	1995	6	0-10 m	0.20166666666666666	2
F9 / A13	135300	1995	7	0-10 m	0.19833333333333333	2
F9 / A13	135300	1995	8	0-10 m	0.19083333333333335	2
F9 / A13	135300	1995	9	0-10 m	0.19583333333333336	2
F9 / A13	135300	1995	10	0-10 m	0.16	1
F9 / A13	135300	1995	11	0-10 m	0.15916666666666668	3
F9 / A13	135300	1996	1	0-10 m	0.17500000000000002	1
F9 / A13	135300	1996	3	0-10 m	0.158	1
F9 / A13	135300	1996	4	0-10 m	0.202	1
F9 / A13	135300	1996	5	0-10 m	0.17333333333333334	1
F9 / A13	135300	1996	6	0-10 m	0.17166666666666666	3
F9 / A13	135300	1996	7	0-10 m	0.17666666666666667	2
F9 / A13	135300	1996	8	0-10 m	0.16666666666666669	2
F9 / A13	135300	1996	9	0-10 m	0.16499999999999998	2
F9 / A13	135300	1996	10	0-10 m	0.13833333333333334	3
F9 / A13	135300	1996	11	0-10 m	0.12722222222222224	3
F9 / A13	135300	1996	12	0-10 m	0.19666666666666668	1
F9 / A13	135300	1997	1	0-10 m	0.1366666666666667	1
F9 / A13	135300	1997	2	0-10 m	0.15333333333333335	1
F9 / A13	135300	1997	3	0-10 m	0.165	1
F9 / A13	135300	1997	5	0-10 m	0.14333333333333334	3
F9 / A13	135300	1997	6	0-10 m	0.13583333333333333	2
F9 / A13	135300	1997	7	0-10 m	0.14750000000000002	2
F9 / A13	135300	1997	8	0-10 m	0.14750000000000002	2
F9 / A13	135300	1997	9	0-10 m	0.125	2
F9 / A13	135300	1997	10	0-10 m	0.12333333333333334	1
F9 / A13	135300	1997	11	0-10 m	0.13333333333333333	1
F9 / A13	135300	1997	12	0-10 m	0.11916666666666667	2
F9 / A13	135300	1998	1	0-10 m	0.09333333333333334	1
F9 / A13	135300	1998	3	0-10 m	0.17333333333333334	1
F9 / A13	135300	1998	4	0-10 m	0.13	1
F9 / A13	135300	1998	5	0-10 m	0.13166666666666668	2
F9 / A13	135300	1998	6	0-10 m	0.16166666666666668	2
F9 / A13	135300	1998	8	0-10 m	0.14666666666666667	2
F9 / A13	135300	1998	9	0-10 m	0.16833333333333333	2
F9 / A13	135300	1998	11	0-10 m	0.15166666666666667	2
F9 / A13	135300	1999	1	0-10 m	0.17333333333333334	1
F9 / A13	135300	1999	3	0-10 m	0.10500000000000001	1
F9 / A13	135300	1999	5	0-10 m	0.11	2
F9 / A13	135300	1999	6	0-10 m	0.10166666666666668	2
F9 / A13	135300	1999	8	0-10 m	0.12	1
F9 / A13	135300	1999	9	0-10 m	0.16833333333333333	2
F9 / A13	135300	1999	10	0-10 m	0.16666666666666669	2
F9 / A13	135300	1999	12	0-10 m	0.11833333333333335	2
F9 / A13	135300	2000	1	0-10 m	0.14	1
F9 / A13	135300	2000	2	0-10 m	0.19	1
F9 / A13	135300	2000	4	0-10 m	0.10500000000000001	1
F9 / A13	135300	2000	5	0-10 m	0.1325	2
F9 / A13	135300	2000	6	0-10 m	0.175	1
F9 / A13	135300	2000	7	0-10 m	0.16	1
F9 / A13	135300	2000	8	0-10 m	0.20249999999999999	2
F9 / A13	135300	2000	9	0-10 m	0.18	1
F9 / A13	135300	2000	11	0-10 m	0.175	1
F9 / A13	135300	2000	12	0-10 m	0.13	2
F9 / A13	135300	2001	1	0-10 m	0.14500000000000002	1
F9 / A13	135300	2001	3	0-10 m	0.15	1
F9 / A13	135300	2001	5	0-10 m	0.1716666666666667	2
F9 / A13	135300	2001	6	0-10 m	0.32	1
F9 / A13	135300	2001	7	0-10 m	0.15	1
F9 / A13	135300	2001	8	0-10 m	0.16999999999999998	2
F9 / A13	135300	2001	9	0-10 m	0.17666666666666667	1
F9 / A13	135300	2001	10	0-10 m	0.16	1
F9 / A13	135300	2001	11	0-10 m	0.12	1
F9 / A13	135300	2001	12	0-10 m	0.17833333333333334	2
F9 / A13	135300	2002	1	0-10 m	0.16	1
F9 / A13	135300	2002	4	0-10 m	0.15333333333333335	1
F9 / A13	135300	2002	5	0-10 m	0.15	2
F9 / A13	135300	2002	6	0-10 m	0.16333333333333333	1
F9 / A13	135300	2002	7	0-10 m	0.14333333333333334	2
F9 / A13	135300	2002	8	0-10 m	0.17333333333333334	1
F9 / A13	135300	2002	9	0-10 m	0.14666666666666667	1
F9 / A13	135300	2002	11	0-10 m	0.17	1
F9 / A13	135300	2002	12	0-10 m	0.15166666666666667	2
F9 / A13	135300	2003	2	0-10 m	0.12666666666666668	1
F9 / A13	135300	2003	3	0-10 m	0.14333333333333334	1
F9 / A13	135300	2003	4	0-10 m	0.09333333333333334	1
F9 / A13	135300	2003	5	0-10 m	0.12666666666666665	2
F9 / A13	135300	2003	6	0-10 m	0.12	1
F9 / A13	135300	2003	7	0-10 m	0.16166666666666668	2
F9 / A13	135300	2003	8	0-10 m	0.15	1
F9 / A13	135300	2003	9	0-10 m	0.15333333333333335	1
F9 / A13	135300	2003	11	0-10 m	0.11	1
F9 / A13	135300	2003	12	0-10 m	0.13666666666666666	2
F9 / A13	135300	2004	3	0-10 m	0.12666666666666668	1
F9 / A13	135300	2004	4	0-10 m	0.11	1
F9 / A13	135300	2004	5	0-10 m	0.1366666666666667	1
F9 / A13	135300	2004	6	0-10 m	0.10000000000000002	1
F9 / A13	135300	2004	7	0-10 m	0.15	1
F9 / A13	135300	2004	9	0-10 m	0.12333333333333334	1
F9 / A13	135300	2004	11	0-10 m	0.13	1
F9 / A13	135300	2004	12	0-10 m	0.18000000000000002	1
F9 / A13	135300	2005	1	0-10 m		0
F9 / A13	135300	2005	2	0-10 m	0.11	1
F9 / A13	135300	2005	4	0-10 m	0.14	1
F9 / A13	135300	2005	5	0-10 m	0.18666666666666668	1
F9 / A13	135300	2005	6	0-10 m	0.16	1
F9 / A13	135300	2005	8	0-10 m	0.17	1
F9 / A13	135300	2005	9	0-10 m	0.14	1
F9 / A13	135300	2005	12	0-10 m	0.17333333333333334	2
F9 / A13	135300	2006	1	0-10 m	0.1366666666666667	1
F9 / A13	135300	2006	3	0-10 m	0.1366666666666667	1
F9 / A13	135300	2006	5	0-10 m	0.14	1
F9 / A13	135300	2006	6	0-10 m	0.165	2
F9 / A13	135300	2006	8	0-10 m	0.14	1
F9 / A13	135300	2006	9	0-10 m	0.13	1
F9 / A13	135300	2006	11	0-10 m	0.12333333333333334	1
F9 / A13	135300	2006	12	0-10 m	0.19	2
